business_name,address,phone,email,website,total_reviews,replied_count,reply_rate,star_rating
Delta Rue,"Sofitel Sydney Wentworth 61, 101 Phillip St, Sydney NSW 2000",(02) 8530 0138,,https://deltarue.sydney/,141,6,30%,4.5
ESQ Bar + Dining,"Shop 1- 4 Level 2/455 George St, Sydney NSW 2000",(02) 8023 7609,twg.events@trippaswhitegroup.com.au,http://www.esqatqvb.com.au/,720,18,90%,4.6
Matteo Downtown,"20 Bond St, Sydney NSW 2000",(02) 9288 1000,downtown@matteosydney.com,https://www.matteosydney.com/downtown,1282,18,90%,4.3
King Clarence,"171 Clarence St, Sydney NSW 2000",(02) 8456 7120,info@monopolesydney.com.au,https://www.bentleyrestaurantgroup.com.au/kingclarence,782,0,0%,4.5
Spice Temple Sydney,"10 Bligh St, Sydney NSW 2000",(02) 8099 7088,reservations@spicetemple.com.au,https://spicetemple.com.au/spice-temple-sydney/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=sydney,1371,14,70%,4.3
Campbell's Stores,"7-27 Circular Quay W, The Rocks NSW 2000",(02) 9251 5630,,https://campbellsstores.com.au/,98,2,10%,4.6
Fratelli Paradiso,"12-16 Challis Ave, Potts Point NSW 2011",(02) 9063 8180,fratelli@fratelliparadiso.com,http://fratelliparadiso.com/,888,0,0%,4.4
Lotus The Galeries,"Opposite the QVB inside The Galeries and one floor up, The Galeries, Level 1/500 George St, Sydney NSW 2000",(02) 9247 6868,,https://lotusdininggroup.com/the-galeries/?utm_content=Lotus+The+Galeries+-+Sydney&utm_campaign=Google+My+Business&utm_medium=organic&utm_source=google&utm_term=plcid_16617120324212740493,723,10,50%,4.3
CHEF N WOK,"70-72 Druitt St, Sydney NSW 2000",0452 398 885,,https://www.chefnwok.com.au/,736,14,70%,4.6
SkyFeast at Sydney Tower,"Level 4/108 Market St, Sydney NSW 2000",1300 391 808,,https://www.skyfeastsydneytower.com.au/,5888,18,90%,4.2
The Boiling Crab | Sydney CBD,"Ground floor/68 Harbour St, Haymarket NSW 2000",(02) 9069 5599,,https://www.theboilingcrab.com.au/,2487,16,80%,4.6
JOE BLACK CAFE,"27 Commonwealth St, Sydney NSW 2000",(02) 8097 8646,,https://www.joeblackcafe.com.au/,1093,12,60%,4.7
Pablo & Rusty's Sydney CBD,"161 Castlereagh St, Sydney NSW 2000",,,https://pabloandrustys.com.au/pages/locations,762,10,50%,4.3
Coffee Pitt,"367 Pitt St, Sydney NSW 2000",,,https://www.instagram.com/coffeepitt?igsh=MWFuaXo4NWx5OWVxNA%3D%3D&utm_source=qr,863,0,0%,4.4
Cabrito Coffee Traders.,"10-14 Bulletin Pl, Sydney NSW 2000",,,,448,0,0%,4.6
Kingswood Coffee - World Square,"395 Pitt St, Sydney NSW 2000",0447 777 567,,https://www.kingswoodcoffee.online/,731,14,70%,4.6
Hills Bros Cafe,"5 Martin Pl, Sydney NSW 2000",(02) 8021 5321,,https://www.hillsbros.com.au/,317,18,90%,4.5
Bar Fino,"06/19 Martin Pl, Sydney NSW 2000",(02) 9232 8181,nader.asace@hotmail.com,https://revu.website/164984,109,10,50%,4.5
Oh!Matcha,"Shop 11/501 George St, Sydney NSW 2000",,ohmatcha@tenkomori.com.au,http://ohmatcha.com.au/,1365,12,60%,4.4
Dulcet Cafe,"Located in Books Kinokuniya, Level 2/500 George St, Sydney NSW 2000",(02) 8084 4456,,http://www.dulcet.com.au/,506,10,50%,4.5
The Rocks Cafe,"99 George St, The Rocks NSW 2000",(02) 9247 3089,info@rockscafe.com.au,http://www.therockscafe.com.au/,2184,18,90%,4.3
Danieli Cafe,"The Clock Tower Centre, shop 10, 35/55 Harrington St, The Rocks NSW 2000",(02) 9251 0755,enquiries@danieli.com.au,http://www.danieli.com.au/,417,2,10%,4.8
Alpha Gourmet Cafe,"38 Pitt St, Sydney NSW 2000",0403 208 950,,,244,16,80%,4.6
Kahii,"Lobby/364 Kent St, Sydney NSW 2000",,hi@kahii.com.au,http://kahii.com.au/,382,16,80%,4.3
BATCH ESPRESSO,"275 George St, Sydney NSW 2000",,,https://batchespresso.com.au/,83,10,50%,4.6
Banksia Bakehouse,"225 George St, Tenancy 4 Grosvenor Place, Sydney NSW 2000",0401 588 491,,http://www.banksia.sydney/,624,0,0%,4.5
Reuben Hills,"61 Albion St, Surry Hills NSW 2010",(02) 9006 9650,orders@reubenhills.com.au,http://reubenhills.com.au/,1804,0,0%,4.3
Citi Cafe,"275 Pitt St, Sydney NSW 2000",(02) 9283 2244,,,221,2,10%,4.3
Piccolo Me Royal Botanic Gardens (RBG),"Macquarie St, Sydney NSW 2000",0449 775 741,info@piccolome.com,http://www.piccolome.com/,244,2,10%,4.5
Single O Surry Hills,"60/64 Reservoir St, Surry Hills NSW 2010",(02) 9211 0665,enquiriesshop@singleo.com.aujob,https://singleo.com.au/,2988,0,0%,4.5
Workshop Espresso,"500 George St, Sydney NSW 2000",0499 999 682,,,549,2,10%,4.1
Coffee Trails,"5/2 Lee St, Sydney NSW 2000",(02) 9211 6555,,http://www.coffeetrails.com/,235,4,20%,4.1
Gram Cafe & Pancakes The Galeries,"Shop RG016, 500 George St, Sydney NSW 2000",(02) 8084 0866,info@gramaustralia.com,https://www.gramaustralia.com.au/,960,2,10%,4.1
Brew Bros Licenced Eatery,"252 Sussex St, Sydney NSW 2000",(02) 9261 2829,,,391,0,0%,4.3
Eggshell Cafe,"187 Macquarie St, Sydney NSW 2000",(02) 9091 3511,,,356,18,90%,4.1
Dedy’s Cafe,"Lot 4, Level 9/501 George St, Sydney NSW 2000",0422 124 433,,,332,0,0%,4.1
Cappapinos Cafe,"135 Macquarie St, Sydney NSW 2000",(02) 8057 0283,,,100,0,0%,4.5
GeekStar Internet Cafe,"Level 3/630 George St, Sydney NSW 2000",,contact@goto-where.com,https://geekstarinternetcafe.shop/,861,8,40%,4.6
Luxe Cafe,"50A The Promenade, Sydney NSW 2000",,,https://www.instagram.com/cafeluxeatwharf8,342,2,10%,3.8
Avenue on Chifley,"2 Chifley Square, Sydney NSW 2000",(02) 9221 7599,,http://www.avenuegroup.com.au/avenue-on-chifley/,296,16,80%,4.3
Speed Bar Espresso,"1/27 Park St, Sydney NSW 2000",(02) 9264 4668,hello@speedbarespresso.com.au,https://m.facebook.com/speedbarespressocafe/,138,0,0%,4.7
Bellucci Dessert Cafe,"580 George St, Sydney NSW 2000",,,,1197,0,0%,4.1
Kamomile,"Unit 2/91 Goulburn St, Haymarket NSW 2000",,,,259,18,90%,4.6
The Gardens Cafe World Square,"644 George St, Sydney NSW 2000",0425 265 520,info@the-gardens.com.au,http://www.the-gardens.com.au/,346,0,0%,3.7
Edition Roasters MidCity,"MidCity Shopping Centre, 420 George St, Sydney NSW 2000",,,http://editionroasters.com/,251,0,0%,4.0
June's Cafe Wynyard,"60 Carrington St, Sydney NSW 2000",(02) 9299 9997,hello@hesters.com.au,http://junes.com.au/,111,6,30%,4.0
Caffeine Cartel,"32 Martin Pl, Sydney NSW 2000",(02) 8320 6172,info@caffeinecartelsydney.com,https://www.caffeinecartelsydney.com/,166,0,0%,4.0
Piccadilly Lounge Cafe,"210 Pitt St, Sydney NSW 2000",(02) 9261 0043,manager@piccadillylounge.com.au,https://piccadillylounge.com.au/,205,6,30%,4.2
Gateway Sydney,"Alfred St, Sydney NSW 2000",(02) 9256 6900,,https://www.gatewaysydney.com.au/,3415,0,0%,4.4
BarCycle Walsh Bay,"3a/17A Hickson Rd, Walsh Bay NSW 2000",0426 388 830,,http://www.barcyclewalshbay.com.au/,309,4,20%,4.5
Coffee Course Sydney | Short Courses Australia,"Suite 59/330 Wattle St, Ultimo NSW 2007",1300 747 430,jonathon@shortcoursesau.edu.au,https://www.shortcoursesau.edu.au/coffee-course/nsw/sydney,96,0,0%,4.9
Bearded Bear Cafe,"570 George St, Sydney NSW 2000",0416 493 733,info@beardedbear.com.au,http://beardedbear.com.au/,97,0,0%,4.6
Mongni Cafe - Sydney CBD,"730 George St, Sydney NSW 2000",0403 584 415,,,91,0,0%,4.8
Bar Pronto,"72 Pitt St, Sydney NSW 2000",(02) 9238 0611,,,182,10,50%,4.9
Black Sugar Coffee Company,"TELSTRA BUILDING, 400 George St, Sydney NSW 2000",(02) 9232 6200,info@blacksugar.com.au,http://www.blacksugar.com.au/,238,10,50%,4.2
Ontico Patisserie Sydney CBD,"Shop 1/332 Pitt St, Sydney NSW 2000",0452 132 332,info.rhodes@onticopatisserie.com,https://onticopatisserie.com/,352,14,70%,4.6
Canvas Cafe,"Suite 256/243 Pyrmont St, Pyrmont NSW 2009",,,,88,0,0%,4.5
Bella Vita Cafe - Halal cafe-kings cross-Potts Point,"2/67-73 Darlinghurst Rd, Potts Point NSW 2011",0402 915 065,,http://bellavitacafe.com.au/,312,12,60%,4.7
Burger Point Circular Quay,"180 George St, Sydney NSW 2000",(02) 9030 3375,,https://burgerpoint.com.au/,359,10,50%,4.2
Bucara Street Food,"shop 93/732 Harris St, Ultimo NSW 2007",,bucarastreetfood@gmail.com,https://beacons.ai/bucarastreetfood.com.au,290,10,50%,4.7
Slim's Quality Burger,"Level 5 Shop 509, Cnr. Pitt Street Mall &, Market St, Sydney NSW 2000",0477 366 459,example@mysite.com,http://www.slimsqualityburger.com/,1356,12,60%,4.6
UMAYA World Square,"99 Liverpool St, Sydney NSW 2000",(02) 9286 3009,,,563,0,0%,4.1
Belles Hot Chicken Barangaroo,"5/33 Barangaroo Ave, Barangaroo NSW 2000",(02) 7253 1919,belle@belleshotchicken.com,http://belleshotchicken.com/,2806,14,70%,4.1
Zhang Liang Malatang Haymarket,"Shop 1B&1C/718 George St, Haymarket NSW 2000",0448 888 106,,https://www.zlmlt.com/en/,1527,0,0%,4.4
Jimmy’s Falafel,"330D George St, Sydney NSW 2000",(02) 9114 7381,reservations@merivale.com,https://merivale.com/venues/jimmys-falafel/?&utm_source=googlemybusiness_venue&utm_medium=organic&utm_campaign=googlemybusiness_venue_organic_jimmysfalafel&utm_content=website,3128,0,0%,3.8
Nakano Darling,"14 Steam Mill La, Haymarket NSW 2000",0403 682 492,info@nakanodarling.com.au,http://nakanodarling.com.au/,1344,2,10%,4.4
Friggitoria,"6/12 Bayswater Rd, Potts Point NSW 2011",(02) 8540 4357,anapbm@gmail.com,http://www.friggitoria.com.au/,1451,0,0%,4.5
Ribs & Burgers The Rocks,"88 George St, The Rocks NSW 2000",(02) 9251 4488,therocks@ribsandburgers.com.au,https://ribsandburgers.com/au/locations/nsw/the-rocks/,3296,0,0%,4.4
FISHBOWL - World Square,"World Square Shopping Centre, Shop 10.36/644 George St, Sydney NSW 2000",,,https://fishbowl.com.au/,229,16,80%,4.2
Rei Izakaya,"Shop G 04/345B Sussex St, Sydney NSW 2000",0404 517 777,,http://reiizakaya.com.au/,283,0,0%,4.4
@Bangkok,"730-742 George St | Shop G11 Capitol Square Building, NSW 2000",(02) 9211 5232,atbangkok.sydney@gmail.com,https://www.facebook.com/atbangkok.syd,653,0,0%,4.1
Made in Italy Sydney CBD,"37 York Ln, Sydney NSW 2000",(02) 9299 0900,yorklane@madeinitaly.com.au,https://madeinitaly.com.au/italian-restaurant-sydney/?utm_source=CBD-Contact&utm_medium=GMB,538,14,70%,4.3
Costi's Fish and Chips Quay Quarter,"50 Bridge St, Sydney NSW 2000",0410 416 848,accounts@costisfishandchips.com.au,http://www.costisfishandchips.com.au/,122,2,10%,4.6
Schnitz Gateway Sydney,"Shop G-03/1 Macquarie Pl, Sydney NSW 2000",(02) 9252 4006,,http://schnitz.com.au/?utm_term=plcid_5273038784347987900,133,16,80%,4.1
Flappy's Fried Chicken Sydney CBD,"and, Cnr pitt street mall, Westfield Sydney, Market St, Sydney NSW 2000",(02) 9188 3845,,https://www.flappys.com.au/,228,10,50%,3.7
Bar 83 at Sydney Tower,"Westfield Sydney, Level 4/108 Market St, Sydney NSW 2000",1300 391 808,twg.events@trippaswhitegroup.com.au,https://www.bar83sydneytower.com.au/,1981,18,90%,4.6
Fratelli Fresh Westfield Sydney,"F5 Pitt St, Sydney NSW 2000",(02) 8099 7055,,https://fratellifresh.com.au/venues/westfield-sydney/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=westfield-sydney,1865,16,80%,4.2
North Indian Flavour - Street Food,"537 George St, Sydney NSW 2000",0432 658 212,bobbysinghuppal@hotmail.com,https://www.northindianflavour.com/,365,0,0%,3.6
Ogalo City Sydney,"b/127 Liverpool St, Sydney NSW 2000",(02) 9264 0660,,http://www.ogalo.com.au/,612,4,20%,3.7
World Square,"644 George St, Sydney NSW 2000",(02) 8275 6777,info@worldsquare.com.au,https://www.worldsquare.com.au/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business%20Page,12386,0,0%,4.3
Darling Quarter,"1/25 Harbour St, Sydney NSW 2000",0499 480 400,,http://www.darlingquarter.com/,2222,6,30%,4.7
YOD,"462/40-54 Campbell St, Haymarket NSW 2000",0466 554 642,pkb.customer.service@gmail.com,https://www.yodrestaurant.com.au/,346,0,0%,4.5
Fratelli Fresh Darling Harbour,"ICC Sydney, tenancy 2/14 Darling Dr, Sydney NSW 2000",(02) 8099 7063,,https://fratellifresh.com.au/venues/darling-harbour/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=darling-harbour,5336,10,50%,4.2
Sindbad kebab and cafe,"located in, 77-79 York St, G2 King St, Sydney NSW 2000",0470 000 000,,,97,0,0%,3.6
FISHBOWL - George St,"210 George St, Sydney NSW 2000",,,https://fishbowl.com.au/,100,16,80%,4.3
Morrison’s Oyster Bar & Grill,"225 George Street Corner of, Grosvenor St, Sydney NSW 2000",(02) 9247 6744,info@morrisons.sydney,https://morrisons.sydney/,2629,0,0%,4.1
Fortune Alley World Square | 小巷,"World Square Shopping Centre, Shop 10.28/644 George St, Sydney NSW 2000",0451 710 287,,https://www.fortunealley.au/,729,12,60%,4.4
Westfield Sydney,"Cnr Pitt St Mall &, Market St, Sydney NSW 2000",(02) 8236 9200,westfieldsydneyreception@scentregroup.com,http://www.westfield.com.au/sydney,17794,10,50%,4.4
Prik Thai Restaurant,"Shop 2/86 Liverpool St, Sydney NSW 2000",(02) 9283 5171,,https://www.facebook.com/PrikThaiRestaurant/,537,0,0%,4.1
Sydney Pork Rolls,"627-627A George St, Haymarket NSW 2000",0420 620 688,,,355,0,0%,4.4
Sydney Central Plaza Food Court,"5050 Pitt St, Sydney NSW 2000",(02) 8236 9200,westfieldsydneyreception@scentregroup.com,https://www.westfield.com.au/sydney,301,0,0%,4.3
Pho Gia Hoi,"711 George St, Haymarket NSW 2000",(02) 9211 0221,,,1485,0,0%,4.0
The Eight,"Market City Shopping Centre, Level 3/13 Hay St, Haymarket NSW 2000",(02) 8217 7888,info@theeightrestaurant.com.au,http://www.theeightrestaurant.com.au/,2667,0,0%,3.7
OTOGO Ultimo,"56 Bay St, Ultimo NSW 2007",,,https://instagram.com/otogo_515,367,6,30%,4.4
Searock Grill,"Opera Quays, East, Shop 15/5 Macquarie St, Sydney NSW 2000",(02) 9252 0777,info@searock.com.au,https://searock.com.au/,2426,2,10%,3.9
FISHBOWL - The Galeries,"500 George St, Sydney NSW 2000",,,,222,16,80%,4.1
CJ's Central,"13 Eddy Ave, Haymarket NSW 2000",(02) 8094 8989,,https://m.facebook.com/CjsCentral/,261,0,0%,4.1
Kowloon Cafe,"Shop 7A-9A/421-429 Sussex St, Haymarket NSW 2000",(02) 9211 1998,,http://kowlooncafe.com.au/,904,0,0%,3.9
Lil’ miss piggy,"2/265 Crown St, Surry Hills NSW 2010",(02) 8385 0156,,http://www.lilmisspiggy.com/,544,0,0%,4.8
Itō Restaurant,"413-415 Crown St, Surry Hills NSW 2010",(02) 8399 3679,info@itorestaurant.com,http://www.itorestaurant.com/,1207,16,80%,4.7
Mark And Vinny's,"g07/38-52 Waterloo St, Surry Hills NSW 2010",(02) 9007 7789,info@markandvinnys.com,http://www.markandvinnys.com/,854,14,70%,4.6
Paripé,"348 Crown St, Surry Hills NSW 2010",0430 097 069,hola@paripe.au,http://www.paripe.com.au/,678,2,10%,4.8
Mille Vini Wine Bar & Restaurant,"397 Crown St, Surry Hills NSW 2010",(02) 7252 3083,info@millevini.com.au,https://millevini.com.au/,913,12,60%,4.5
Tokyo Bird,"226 Commonwealth St, Surry Hills NSW 2010",(02) 8880 9971,info@tokyobird.com.au,https://tokyobird.com.au/,1062,0,0%,4.5
Foreign Return Indian Restaurant,"527 Crown St, Surry Hills NSW 2010",(02) 8399 5084,info@foreignreturn.com.au,http://www.foreignreturn.com.au/,1840,12,60%,4.7
Alchemy Polish Cafe Restaurant,"572 Crown St, Surry Hills NSW 2010",0422 740 364,alchemy572@gmail.com,http://www.alchemy-restaurant.com/,2699,4,20%,4.8
Poly,"74-76 Commonwealth St, Surry Hills NSW 2010",(02) 8860 0808,info@polysurryhills.com.au,http://polysurryhills.com.au/,674,0,0%,4.3
Ogni Restaurant,"204 Devonshire St, Surry Hills NSW 2010",0420 445 650,ogni.au@gmail.com,https://www.ogni.com.au/,327,0,0%,4.8
Vasco Surry Hills,"421 Cleveland St, Surry Hills NSW 2010",0415 953 139,,http://www.vascojoint.com/,475,6,30%,4.5
Sang by Mabasa,"98 Fitzroy St, Surry Hills NSW 2010",(02) 9331 5175,sangbymabasa@gmail.com,http://www.sangbymabasa.com.au/,391,0,0%,4.6
Four Ate Five,"485 Crown St, Surry Hills NSW 2010",(02) 9698 6485,info@fouratefive.com,http://www.fouratefive.com/,889,0,0%,4.5
Jazushi,"145 Devonshire St, Surry Hills NSW 2010",(02) 9699 8977,jazushi@gmail.com,http://jazushi.com.au/,838,0,0%,4.4
La Panchina,"Shop 3/496 Bourke St, Surry Hills NSW 2010",(02) 8065 5195,,,691,2,10%,4.5
Shift Eatery,"4/241 Commonwealth St, Surry Hills NSW 2010",,info@shifteatery.com.au,http://www.shifteatery.com.au/,1219,0,0%,4.8
Gogyo,"52-54 Albion St, Surry Hills NSW 2010",(02) 9212 0003,gogyoaus.sh@chikaranomoto.com,https://booking.washokulovers.com/client/gogyosurryhills/?ref=ippudo.com.au/gogyo/,1823,0,0%,4.5
Madame Nhu Surry Hills,"82 Campbell St, Surry Hills NSW 2010",0431 944 377,info@madamenhu.com.au,http://www.madamenhu.com/,852,2,10%,4.4
Gildas,"46-48 Albion St, Surry Hills NSW 2010",(02) 8275 8285,hello@gildas.com.au,https://gildas.com.au/,280,0,0%,4.1
Izakaya Fujiyama,"38-52 Waterloo St, Surry Hills NSW 2010",(02) 9698 2797,,https://izakayafujiyama.com.au/,770,0,0%,4.5
Masala Theory - Surry Hills,"545 Crown St, Surry Hills NSW 2010",(02) 9699 9444,info@masalatheory.com,http://www.masalatheory.com/,1484,16,80%,4.2
Ardi’s Block to Grill,"579 Crown St, Surry Hills NSW 2010",(02) 9319 4313,hello@ardisblocktogrill.com,https://www.ardisblocktogrill.com/,394,0,0%,4.9
The Carrington,"565 Bourke St, Surry Hills NSW 2010",0497 952 889,hello@thecarringtonsydney.com,http://www.thecarringtonsydney.com/,909,0,0%,4.4
SUISHIN,"61 Fitzroy St, Surry Hills NSW 2010",0434 555 470,,https://instagram.com/suishin.surryhills.japanese?igshid=ZDc4ODBmNjlmNQ==,267,18,90%,4.7
Khôi’s Surry Hills,"583 Crown St, Surry Hills NSW 2010",(02) 8054 6306,info@khois.com.au,https://khois.com.au/,517,0,0%,4.7
Pieno,"11/285A Crown St, Surry Hills NSW 2010",(02) 8354 1303,pienocafe@gmail.com,http://www.pieno.com.au/,687,10,50%,4.4
Suzuya,"210 Devonshire St, Surry Hills NSW 2010",(02) 8399 1639,,http://www.suzuya.com.au/,551,0,0%,4.6
Refettorio OzHarvest Sydney,"481 Crown St, Surry Hills NSW 2010",0493 163 136,refettorio.events@ozharvest.org,https://www.ozharvest.org/refettorio-ozharvest-sydney/,137,12,60%,4.9
The Prophet Restaurant,"274 Cleveland St, Surry Hills NSW 2010",(02) 9698 7025,,http://www.theprophetrestaurant.com.au/,294,0,0%,4.6
Toei Surry Hills,"shop 1 & 2/185 Campbell St, Surry Hills NSW 2010",0466 879 265,kevinjeon.toei@gmail.com,http://www.toei.com.au/,312,0,0%,4.1
Rosie Campbell Jamaican restaurant,"320 Crown St, Surry Hills NSW 2010",(02) 7209 5469,hello@rosiecampbells.com,https://www.rosiecampbells.com/,1362,0,0%,4.4
bills,"355 Crown St, Surry Hills NSW 2010",(02) 9360 4762,press@bills.com.au,https://www.bills.com.au/,2315,18,90%,4.0
The Strawberry,"453 Elizabeth St, Surry Hills NSW 2010",(02) 9699 3355,hello@thestrawberry.com.au,http://www.thestrawbs.com.au/,2080,12,60%,4.0
Vacanza Pizzeria Surry Hills,"414 Bourke St, Surry Hills NSW 2010",(02) 8964 6414,info@vacanza.com.au,http://www.vacanza.com.au/,1212,0,0%,4.5
Lumiere Cafe.,"13/425 Bourke St, Surry Hills NSW 2010",(02) 9331 6184,info@lumierecafe.com.au,http://www.lumierecafe.com.au/,516,2,10%,4.3
Samir's Indian Kitchen,"662 Crown St, Surry Hills NSW 2010",(02) 8386 7897,samirsindiankitchen@gmail.com,https://samirsindiankitchen.com.au/,691,2,10%,4.7
The Clock,"470 Crown St, Surry Hills NSW 2010",(02) 9331 5333,res.clockhotel@solotel.com.au,https://www.clockhotel.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=The_Clock_-_Surry_Hills&utm_term=plcid_15515689749828884064,2619,18,90%,4.2
Spice I Am,"90 Wentworth Ave, Surry Hills NSW 2010",(02) 9280 0928,,https://www.spiceiam.com/,919,0,0%,4.2
Pasta Emilia,"259 Riley St, Surry Hills NSW 2010",(02) 9212 1069,orders@emilia.com.au,http://www.emilia.com.au/,1019,0,0%,4.2
Emad's Restaurant,"298 Cleveland St, Surry Hills NSW 2010",(02) 9698 2631,booking@domainame.com,http://emadsrestaurant.sydney/,305,0,0%,4.5
Erciyes Restaurant,"409 Cleveland St, Surry Hills NSW 2010",(02) 9319 1309,erciyesexpress1985@gmail.com,http://www.erciyesrestaurant.com.au/,1433,14,70%,4.5
Al Taglio,"102-104 Albion St, Surry Hills NSW 2010",(02) 8021 5944,,https://altaglio.com.au/,933,8,40%,4.3
Paddock on Crown,"509 Crown St, Surry Hills NSW 2010",(02) 8591 2633,,,591,4,20%,4.2
Nomidokoro Indigo,"393 Liverpool St, Darlinghurst NSW 2010",0460 650 061,info@nomidokoroindigo.com.au,http://nomidokoroindigo.com.au/,321,0,0%,4.6
Soultrap bar,"70-72 Campbell St, Surry Hills NSW 2010",0480 032 010,info@soultrap.com.au,https://soultrap.com.au/,355,6,30%,4.5
Cafe Kentaro,"616 Bourke St, Surry Hills NSW 2010",0483 180 193,info@cafekentaro.com.au,http://cafekentaro.com.au/,794,16,80%,4.4
Toast Cafe,"45 Reservoir St, Surry Hills NSW 2010",(02) 9280 2615,info@toastcafe.com.au,http://www.toastcafe.com.au/,334,0,0%,4.4
Silom Thai,"395 Crown St, Surry Hills NSW 2010",(02) 9331 0859,hello@silomthai.com.au,http://silomthai.com.au/reserve-table,251,0,0%,4.4
Don Giovanni Pizza Bar - Pizza Restaurant - Pizza Shop,"118 Devonshire St, Surry Hills NSW 2010",0422 582 318,info@dongiovannipizzabar.com.au,http://www.dongiovannipizzabar.com.au/,394,0,0%,4.6
Red Lotus Korean BBQ,"433-435 Elizabeth St, Surry Hills NSW 2010",(02) 8964 7411,,https://qrcode.qonus.com.au/redlotus/takeaway,189,0,0%,4.4
Harrys by Giuls,"78 Stanley St, Darlinghurst NSW 2010",0466 492 529,info@harrysbygiuls.com.au,https://www.harrysbygiuls.com.au/,482,0,0%,4.7
Sushi-mori,"Shop 1/99 Devonshire St, Surry Hills NSW 2010",0451 206 111,,,1044,0,0%,4.7
Fatima's Lebanese Restaurant,"296 Cleveland St, Surry Hills NSW 2010",(02) 9698 4895,,http://www.fatimas.com.au/,1046,4,20%,4.0
